frame,ego_.x_,ego_.y_,ego_.length_,ego_.width_,ego_.speed_,ego_.speed_x_,ego_.speed_y_,ego_.acc_,ego_.init_q_,ego_.lane_posi_,ego_.absolute_theta_,ego_.relative_theta_
567,6037.91,-2378.3,4.394,1.808,-11.9976,-1.5783e-05,11.9976,-0.000256547,4.01,4,0.000797682,2.48539e-08
568,6037.91,-2378.1,4.394,1.808,-11.9976,-1.57822e-05,11.9976,-0.000255238,4.01,4,0.000797682,2.48539e-08
569,6037.91,-2377.9,4.394,1.808,-11.9976,-1.5782e-05,11.9976,-0.000255665,4.01,4,0.000797682,2.48539e-08
570,6037.91,-2377.7,4.394,1.808,-11.9976,-1.57823e-05,11.9976,-0.00025608,4.01,4,0.000797682,2.48539e-08
571,6037.91,-2377.5,4.394,1.808,-11.9976,-1.5783e-05,11.9976,-0.000256484,4.01,4,0.000797682,2.48539e-08
572,6037.91,-2377.3,4.394,1.808,-11.9976,-1.57843e-05,11.9976,-0.000256876,4.01,4,0.000797682,2.48539e-08
573,6037.91,-2377.1,4.394,1.808,-11.9976,-1.57861e-05,11.9976,-0.000257256,4.01,4,0.000797682,2.48539e-08
574,6037.91,-2376.9,4.394,1.808,-11.9976,-1.57884e-05,11.9976,-0.000257624,4.01,4,0.000797682,2.48539e-08
575,6037.91,-2376.7,4.394,1.808,-11.9976,-1.57911e-05,11.9976,-0.000257981,4.01,4,0.000797682,2.48539e-08
576,6037.91,-2376.5,4.394,1.808,-11.9976,-1.57944e-05,11.9976,-0.000258326,4.01,4,0.000797682,2.48539e-08
577,6037.91,-2376.3,4.394,1.808,-11.9976,-1.57981e-05,11.9976,-0.000256909,4.01,4,0.000797682,2.48539e-08
578,6037.91,-2376.1,4.394,1.808,-11.9976,-1.58022e-05,11.9976,-0.000255478,4.01,4,0.000797682,2.48539e-08
579,6037.91,-2375.9,4.394,1.808,-11.9976,-1.58068e-05,11.9976,-0.000254032,4.01,4,0.000797682,2.48539e-08
580,6037.91,-2375.7,4.394,1.808,-11.9976,-1.58119e-05,11.9976,-0.000254322,4.01,4,0.000797682,2.48539e-08
581,6037.91,-2375.5,4.394,1.808,-11.9976,-1.58174e-05,11.9976,-0.0002546,4.01,4,0.000797682,2.48539e-08
582,6037.91,-2375.3,4.394,1.808,-11.9976,-1.58232e-05,11.9976,-0.000254866,4.01,4,0.000797682,2.48539e-08
583,6037.91,-2375.1,4.394,1.808,-11.9976,-1.58295e-05,11.9976,-0.000255121,4.01,4,0.000797682,2.48539e-08
584,6037.91,-2374.9,4.394,1.808,-11.9976,-1.58361e-05,11.9976,-0.000255364,4.01,4,0.000797682,2.48539e-08
585,6037.91,-2374.7,4.394,1.808,-11.9976,-1.58431e-05,11.9976,-0.000255595,4.01,4,0.000797682,2.48539e-08
586,6037.91,-2374.5,4.394,1.808,-11.9976,-1.58504e-05,11.9976,-0.000255815,4.01,4,0.000797682,2.48539e-08
587,6037.91,-2374.3,4.394,1.808,-11.9977,-1.5858e-05,11.9977,-0.000256023,4.01,4,0.000797682,2.48539e-08
588,6037.91,-2374.1,4.394,1.808,-11.9977,-1.5866e-05,11.9977,-0.00025622,4.01,4,0.000797682,2.48539e-08
589,6037.91,-2373.9,4.394,1.808,-11.9977,-1.58741e-05,11.9977,-0.000256405,4.01,4,0.000797682,2.48539e-08
590,6037.91,-2373.7,4.394,1.808,-11.9977,-1.58826e-05,11.9977,-0.000256578,4.01,4,0.000797682,2.48539e-08
591,6037.91,-2373.5,4.394,1.808,-11.9977,-1.58912e-05,11.9977,-0.000256739,4.01,4,0.000797682,2.48539e-08
592,6037.91,-2373.3,4.394,1.808,-11.9977,-1.59e-05,11.9977,-0.000256889,4.01,4,0.000797682,2.48539e-08
593,6037.91,-2373.1,4.394,1.808,-11.9977,-1.5909e-05,11.9977,-0.000257027,4.01,4,0.000797682,2.48539e-08
594,6037.91,-2372.9,4.394,1.808,-11.9977,-1.59182e-05,11.9977,-0.000257153,4.01,4,0.000797682,2.48539e-08
595,6037.91,-2372.7,4.394,1.808,-11.9977,-1.59274e-05,11.9977,-0.000257268,4.01,4,0.000797682,2.48539e-08
596,6037.91,-2372.5,4.394,1.808,-11.9977,-1.59368e-05,11.9977,-0.000257371,4.01,4,0.000797682,2.48539e-08
597,6037.91,-2372.3,4.394,1.808,-11.9977,-1.59462e-05,11.9977,-0.000257463,4.01,4,0.000797682,2.48539e-08
598,6037.91,-2372.1,4.394,1.808,-11.9977,-1.59556e-05,11.9977,-0.000257543,4.01,4,0.000797682,2.48539e-08
599,6037.91,-2371.9,4.394,1.808,-11.9977,-1.59651e-05,11.9977,-0.000257611,4.01,4,0.000797682,2.48539e-08
600,6037.91,-2371.7,4.394,1.808,-11.9977,-1.59745e-05,11.9977,-0.000255917,4.01,4,0.000797682,2.48539e-08
601,6037.91,-2371.5,4.394,1.808,-11.9977,-1.59839e-05,11.9977,-0.000254209,4.01,4,0.000797682,2.48539e-08
602,6037.91,-2371.3,4.394,1.808,-11.9977,-1.59932e-05,11.9977,-0.000254236,4.01,4,0.000797682,2.48539e-08
603,6037.91,-2371.1,4.394,1.808,-11.9977,-1.60025e-05,11.9977,-0.000254252,4.01,4,0.000797682,2.48539e-08
604,6037.91,-2370.9,4.394,1.808,-11.9977,-1.60116e-05,11.9977,-0.000254256,4.01,4,0.000797682,2.48539e-08
605,6037.91,-2370.7,4.394,1.808,-11.9977,-1.60205e-05,11.9977,-0.000254248,4.01,4,0.000797682,2.48539e-08
606,6037.91,-2370.5,4.394,1.808,-11.9977,-1.60293e-05,11.9977,-0.000254229,4.01,4,0.000797682,2.48539e-08
607,6037.91,-2370.3,4.394,1.808,-11.9977,-1.60379e-05,11.9977,-0.000254198,4.01,4,0.000797682,2.48539e-08
608,6037.91,-2370.1,4.394,1.808,-11.9977,-1.60462e-05,11.9977,-0.000254155,4.01,4,0.000797682,2.48539e-08
609,6037.91,-2369.9,4.394,1.808,-11.9977,-1.60543e-05,11.9977,-0.000254101,4.01,4,0.000797682,2.48539e-08
610,6037.91,-2369.7,4.394,1.808,-11.9977,-1.60621e-05,11.9977,-0.000254035,4.01,4,0.000797682,2.48539e-08
611,6037.91,-2369.5,4.394,1.808,-11.9977,-1.60697e-05,11.9977,-0.000253957,4.01,4,0.000797682,2.48539e-08
612,6037.91,-2369.3,4.394,1.808,-11.9977,-1.60769e-05,11.9977,-0.000253868,4.01,4,0.000797682,2.48539e-08
613,6037.91,-2369.1,4.394,1.808,-11.9978,-1.60837e-05,11.9978,-0.000253767,4.01,4,0.000797682,2.48539e-08
614,6037.91,-2368.9,4.394,1.808,-11.9978,-1.60903e-05,11.9978,-0.000253654,4.01,4,0.000797682,2.48539e-08
615,6037.91,-2368.7,4.394,1.808,-11.9978,-1.60964e-05,11.9978,-0.00025353,4.01,4,0.000797682,2.48539e-08
616,6037.91,-2368.5,4.394,1.808,-11.9978,-1.61022e-05,11.9978,-0.000253394,4.01,4,0.000797682,2.48539e-08
617,6037.91,-2368.3,4.394,1.808,-11.9978,-1.61075e-05,11.9978,-0.000253246,4.01,4,0.000797682,2.48539e-08
618,6037.91,-2368.1,4.394,1.808,-11.9978,-1.61124e-05,11.9978,-0.000253087,4.01,4,0.000797682,2.48539e-08
619,6037.91,-2367.9,4.394,1.808,-11.9978,-1.61169e-05,11.9978,-0.000252916,4.01,4,0.000797682,2.48539e-08
620,6037.91,-2367.7,4.394,1.808,-11.9978,-1.61209e-05,11.9978,-0.000252734,4.01,4,0.000797682,2.48539e-08
621,6037.91,-2367.5,4.394,1.808,-11.9978,-1.61245e-05,11.9978,-0.000252539,4.01,4,0.000797682,2.48539e-08
622,6037.91,-2367.3,4.394,1.808,-11.9978,-1.61275e-05,11.9978,-0.000252333,4.01,4,0.000797682,2.48539e-08
623,6037.91,-2367.1,4.394,1.808,-11.9978,-1.61301e-05,11.9978,-0.000252116,4.01,4,0.000797682,2.48539e-08
624,6037.91,-2366.9,4.394,1.808,-11.9978,-1.61323e-05,11.9978,-0.000251887,4.01,4,0.000797682,2.48539e-08
625,6037.91,-2366.7,4.394,1.808,-11.9978,-1.61339e-05,11.9978,-0.000251646,4.01,4,0.000797682,2.48539e-08
626,6037.91,-2366.5,4.394,1.808,-11.9978,-1.6135e-05,11.9978,-0.000251393,4.01,4,0.000797682,2.48539e-08
627,6037.91,-2366.3,4.394,1.808,-11.9978,-1.61356e-05,11.9978,-0.000251129,4.01,4,0.000797682,2.48539e-08
628,6037.91,-2366.1,4.394,1.808,-11.9978,-1.61357e-05,11.9978,-0.000250853,4.01,4,0.000797682,2.48539e-08
629,6037.91,-2365.9,4.394,1.808,-11.9978,-1.61353e-05,11.9978,-0.000250565,4.01,4,0.000797682,2.48539e-08
630,6037.91,-2365.7,4.394,1.808,-11.9978,-1.61344e-05,11.9978,-0.000250266,4.01,4,0.000797682,2.48539e-08
631,6037.91,-2365.5,4.394,1.808,-11.9978,-1.6133e-05,11.9978,-0.000249955,4.01,4,0.000797682,2.48539e-08
632,6037.91,-2365.3,4.394,1.808,-11.9978,-1.61311e-05,11.9978,-0.000249633,4.01,4,0.000797682,2.48539e-08
633,6037.91,-2365.1,4.394,1.808,-11.9978,-1.61287e-05,11.9978,-0.000249298,4.01,4,0.000797682,2.48539e-08
634,6037.91,-2364.9,4.394,1.808,-11.9978,-1.61258e-05,11.9978,-0.000248953,4.01,4,0.000797682,2.48539e-08
635,6037.91,-2364.7,4.394,1.808,-11.9978,-1.61225e-05,11.9978,-0.000248595,4.01,4,0.000797682,2.48539e-08
636,6037.91,-2364.5,4.394,1.808,-11.9978,-1.61187e-05,11.9978,-0.000248226,4.01,4,0.000797682,2.48539e-08
637,6037.91,-2364.3,4.394,1.808,-11.9978,-1.61144e-05,11.9978,-0.000247845,4.01,4,0.000797682,2.48539e-08
638,6037.91,-2364.1,4.394,1.808,-11.9978,-1.61097e-05,11.9978,-0.000247452,4.01,4,0.000797682,2.48539e-08
639,6037.91,-2363.9,4.394,1.808,-11.9979,-1.61045e-05,11.9979,-0.000247048,4.01,4,0.000797682,2.48539e-08
640,6037.91,-2363.7,4.394,1.808,-11.9979,-1.60989e-05,11.9979,-0.000246632,4.01,4,0.000797682,2.48539e-08
641,6037.91,-2363.5,4.394,1.808,-11.9979,-1.6093e-05,11.9979,-0.000246205,4.01,4,0.000797682,2.48539e-08
642,6037.91,-2363.3,4.394,1.808,-11.9979,-1.60866e-05,11.9979,-0.000245766,4.01,4,0.000797682,2.48539e-08
643,6037.91,-2363.1,4.394,1.808,-11.9979,-1.60799e-05,11.9979,-0.000245315,4.01,4,0.000797682,2.48539e-08
644,6037.91,-2362.9,4.394,1.808,-11.9979,-1.60728e-05,11.9979,-0.000244852,4.01,4,0.000797682,2.48539e-08
645,6037.91,-2362.7,4.394,1.808,-11.9979,-1.60654e-05,11.9979,-0.000244378,4.01,4,0.000797682,2.48539e-08
646,6037.91,-2362.5,4.394,1.808,-11.9979,-1.60577e-05,11.9979,-0.000243892,4.01,4,0.000797682,2.48539e-08
647,6037.91,-2362.3,4.394,1.808,-11.9979,-1.60497e-05,11.9979,-0.000243395,4.01,4,0.000797682,2.48539e-08
648,6037.91,-2362.1,4.394,1.808,-11.9979,-1.60415e-05,11.9979,-0.000242886,4.01,4,0.000797682,2.48539e-08
649,6037.91,-2361.9,4.394,1.808,-11.9979,-1.6033e-05,11.9979,-0.000242365,4.01,4,0.000797682,2.48539e-08
650,6037.91,-2361.7,4.394,1.808,-11.9979,-1.60244e-05,11.9979,-0.000241832,4.01,4,0.000797682,2.48539e-08
651,6037.91,-2361.5,4.394,1.808,-11.9979,-1.60155e-05,11.9979,-0.000241288,4.01,4,0.000797682,2.48539e-08
652,6037.91,-2361.3,4.394,1.808,-11.9979,-1.60064e-05,11.9979,-0.000240733,4.01,4,0.000797682,2.48539e-08
653,6037.91,-2361.1,4.394,1.808,-11.9979,-1.59973e-05,11.9979,-0.000240165,4.01,4,0.000797682,2.48539e-08
654,6037.91,-2360.91,4.394,1.808,-11.9979,-1.5988e-05,11.9979,-0.000239586,4.01,4,0.000797682,2.48539e-08
655,6037.91,-2360.71,4.394,1.808,-11.9979,-1.59786e-05,11.9979,-0.000238995,4.01,4,0.000797682,2.48539e-08
656,6037.91,-2360.51,4.394,1.808,-11.9979,-1.59692e-05,11.9979,-0.000238393,4.01,4,0.000797682,2.48539e-08
657,6037.91,-2360.31,4.394,1.808,-11.9979,-1.59598e-05,11.9979,-0.000237779,4.01,4,0.000797682,2.48539e-08
658,6037.91,-2360.11,4.394,1.808,-11.9979,-1.59503e-05,11.9979,-0.000237153,4.01,4,0.000797682,2.48539e-08
659,6037.91,-2359.91,4.394,1.808,-11.9979,-1.59409e-05,11.9979,-0.000236515,4.01,4,0.000797682,2.48539e-08
660,6037.91,-2359.71,4.394,1.808,-11.9979,-1.59315e-05,11.9979,-0.000235866,4.01,4,0.000797682,2.48539e-08
661,6037.91,-2359.51,4.394,1.808,-11.9979,-1.59222e-05,11.9979,-0.000235205,4.01,4,0.000797682,2.48539e-08
662,6037.91,-2359.31,4.394,1.808,-11.9979,-1.59131e-05,11.9979,-0.000234533,4.01,4,0.000797682,2.48539e-08
663,6037.91,-2359.11,4.394,1.808,-11.9979,-1.5904e-05,11.9979,-0.000233849,4.01,4,0.000797682,2.48539e-08
664,6037.91,-2358.91,4.394,1.808,-11.9979,-1.58951e-05,11.9979,-0.000233153,4.01,4,0.000797682,2.48539e-08
665,6037.91,-2358.71,4.394,1.808,-11.998,-1.58864e-05,11.998,-0.000232446,4.01,4,0.000797682,2.48539e-08
666,6037.91,-2358.51,4.394,1.808,-11.998,-1.58779e-05,11.998,-0.000231727,4.01,4,0.000797682,2.48539e-08
667,6037.91,-2358.31,4.394,1.808,-11.998,-1.58696e-05,11.998,-0.000230996,4.01,4,0.000797682,2.48539e-08
668,6037.91,-2358.11,4.394,1.808,-11.998,-1.58616e-05,11.998,-0.000230254,4.01,4,0.000797682,2.48539e-08
669,6037.91,-2357.91,4.394,1.808,-11.998,-1.58539e-05,11.998,-0.000229499,4.01,4,0.000797682,2.48539e-08
670,6037.91,-2357.71,4.394,1.808,-11.998,-1.58464e-05,11.998,-0.000228734,4.01,4,0.000797682,2.48539e-08
671,6037.91,-2357.51,4.394,1.808,-11.998,-1.58393e-05,11.998,-0.000227956,4.01,4,0.000797682,2.48539e-08
672,6037.91,-2357.31,4.394,1.808,-11.998,-1.58326e-05,11.998,-0.000227167,4.01,4,0.000797682,2.48539e-08
673,6037.91,-2357.11,4.394,1.808,-11.998,-1.58261e-05,11.998,-0.000226367,4.01,4,0.000797682,2.48539e-08
674,6037.91,-2356.91,4.394,1.808,-11.998,-1.58201e-05,11.998,-0.000225554,4.01,4,0.000797682,2.48539e-08
675,6037.91,-2356.71,4.394,1.808,-11.998,-1.58145e-05,11.998,-0.00022473,4.01,4,0.000797682,2.48539e-08
676,6037.91,-2356.51,4.394,1.808,-11.998,-1.58093e-05,11.998,-0.000223894,4.01,4,0.000797682,2.48539e-08
677,6037.91,-2356.31,4.394,1.808,-11.998,-1.58045e-05,11.998,-0.000223047,4.01,4,0.000797682,2.48539e-08
678,6037.91,-2356.11,4.394,1.808,-11.998,-1.58001e-05,11.998,-0.000222188,4.01,4,0.000797682,2.48539e-08
679,6037.91,-2355.91,4.394,1.808,-11.998,-1.57963e-05,11.998,-0.000221317,4.01,4,0.000797682,2.48539e-08
680,6037.91,-2355.71,4.394,1.808,-11.998,-1.57928e-05,11.998,-0.000220435,4.01,4,0.000797682,2.48539e-08
681,6037.91,-2355.51,4.394,1.808,-11.998,-1.57899e-05,11.998,-0.000219541,4.01,4,0.000797682,2.48539e-08
682,6037.91,-2355.31,4.394,1.808,-11.998,-1.57874e-05,11.998,-0.000218635,4.01,4,0.000797682,2.48539e-08
683,6037.91,-2355.11,4.394,1.808,-11.998,-1.57855e-05,11.998,-0.000217718,4.01,4,0.000797682,2.48539e-08
684,6037.91,-2354.91,4.394,1.808,-11.998,-1.5784e-05,11.998,-0.000216789,4.01,4,0.000797682,2.48539e-08
685,6037.91,-2354.71,4.394,1.808,-11.998,-1.5783e-05,11.998,-0.000215848,4.01,4,0.000797682,2.48539e-08
686,6037.91,-2354.51,4.394,1.808,-11.998,-1.57826e-05,11.998,-0.000214896,4.01,4,0.000797682,2.48539e-08
687,6037.91,-2354.31,4.394,1.808,-11.998,-1.57826e-05,11.998,-0.000213932,4.01,4,0.000797682,2.48539e-08
688,6037.91,-2354.11,4.394,1.808,-11.998,-1.57831e-05,11.998,-0.000212956,4.01,4,0.000797682,2.48539e-08
689,6037.91,-2353.91,4.394,1.808,-11.998,-1.57842e-05,11.998,-0.000211969,4.01,4,0.000797682,2.48539e-08
690,6037.91,-2353.71,4.394,1.808,-11.998,-1.57857e-05,11.998,-0.00021097,4.01,4,0.000797682,2.48539e-08
691,6037.91,-2353.51,4.394,1.808,-11.9981,-1.57878e-05,11.9981,-0.000209959,4.01,4,0.000797682,2.48539e-08
692,6037.91,-2353.31,4.394,1.808,-11.9981,-1.57903e-05,11.9981,-0.000208937,4.01,4,0.000797682,2.48539e-08
693,6037.91,-2353.11,4.394,1.808,-11.9981,-1.57933e-05,11.9981,-0.000207903,4.01,4,0.000797682,2.48539e-08
694,6037.91,-2352.91,4.394,1.808,-11.9981,-1.57968e-05,11.9981,-0.000206857,4.01,4,0.000797682,2.48539e-08
695,6037.91,-2352.71,4.394,1.808,-11.9981,-1.58008e-05,11.9981,-0.0002058,4.01,4,0.000797682,2.48539e-08
696,6037.91,-2352.51,4.394,1.808,-11.9981,-1.58052e-05,11.9981,-0.000204731,4.01,4,0.000797682,2.48539e-08
697,6037.91,-2352.31,4.394,1.808,-11.9981,-1.58101e-05,11.9981,-0.00020365,4.01,4,0.000797682,2.48539e-08
698,6037.91,-2352.11,4.394,1.808,-11.9981,-1.58153e-05,11.9981,-0.000202558,4.01,4,0.000797682,2.48539e-08
699,6037.91,-2351.91,4.394,1.808,-11.9981,-1.5821e-05,11.9981,-0.000201454,4.01,4,0.000797682,2.48539e-08
700,6037.91,-2351.71,4.394,1.808,-11.9981,-1.58271e-05,11.9981,-0.000200339,4.01,4,0.000797682,2.48539e-08
701,6037.91,-2351.51,4.394,1.808,-11.9981,-1.58336e-05,11.9981,-0.000199211,4.01,4,0.000797682,2.48539e-08
702,6037.91,-2351.31,4.394,1.808,-11.9981,-1.58404e-05,11.9981,-0.000198072,4.01,4,0.000797682,2.48539e-08
703,6037.91,-2351.11,4.394,1.808,-11.9981,-1.58476e-05,11.9981,-0.000198672,4.01,4,0.000797682,2.48539e-08
704,6037.91,-2350.91,4.394,1.808,-11.9981,-1.58551e-05,11.9981,-0.000199263,4.01,4,0.000797682,2.48539e-08
705,6037.91,-2350.71,4.394,1.808,-11.9981,-1.58629e-05,11.9981,-0.000199846,4.01,4,0.000797682,2.48539e-08
706,6037.91,-2350.51,4.394,1.808,-11.9981,-1.58709e-05,11.9981,-0.000200419,4.01,4,0.000797682,2.48539e-08
707,6037.91,-2350.31,4.394,1.808,-11.9981,-1.58792e-05,11.9981,-0.000200984,4.01,4,0.000797682,2.48539e-08
708,6037.91,-2350.11,4.394,1.808,-11.9981,-1.58878e-05,11.9981,-0.00020154,4.01,4,0.000797682,2.48539e-08
709,6037.91,-2349.91,4.394,1.808,-11.9981,-1.58965e-05,11.9981,-0.000200337,4.01,4,0.000797682,2.48539e-08
710,6037.91,-2349.71,4.394,1.808,-11.9981,-1.59055e-05,11.9981,-0.000199123,4.01,4,0.000797682,2.48539e-08
711,6037.91,-2349.51,4.394,1.808,-11.9981,-1.59146e-05,11.9981,-0.000197896,4.01,4,0.000797682,2.48539e-08
712,6037.91,-2349.31,4.394,1.808,-11.9981,-1.59238e-05,11.9981,-0.000198409,4.01,4,0.000797682,2.48539e-08
713,6037.91,-2349.11,4.394,1.808,-11.9981,-1.59331e-05,11.9981,-0.000198912,4.01,4,0.000797682,2.48539e-08
714,6037.91,-2348.91,4.394,1.808,-11.9981,-1.59425e-05,11.9981,-0.000199407,4.01,4,0.000797682,2.48539e-08
715,6037.91,-2348.71,4.394,1.808,-11.9981,-1.59519e-05,11.9981,-0.000199893,4.01,4,0.000797682,2.48539e-08
716,6037.91,-2348.51,4.394,1.808,-11.9981,-1.59614e-05,11.9981,-0.000200371,4.01,4,0.000797682,2.48539e-08
717,6037.91,-2348.31,4.394,1.808,-11.9981,-1.59708e-05,11.9981,-0.00020084,4.01,4,0.000797682,2.48539e-08
718,6037.91,-2348.11,4.394,1.808,-11.9981,-1.59803e-05,11.9981,-0.0002013,4.01,4,0.000797682,2.48539e-08
719,6037.91,-2347.91,4.394,1.808,-11.9981,-1.59896e-05,11.9981,-0.0002,4.01,4,0.000797682,2.48539e-08
720,6037.91,-2347.71,4.394,1.808,-11.9981,-1.59989e-05,11.9981,-0.000198689,4.01,4,0.000797682,2.48539e-08
721,6037.91,-2347.51,4.394,1.808,-11.9982,-1.60081e-05,11.9982,-0.000197367,4.01,4,0.000797682,2.48539e-08
722,6037.91,-2347.31,4.394,1.808,-11.9982,-1.60171e-05,11.9982,-0.000197783,4.01,4,0.000797682,2.48539e-08
723,6037.91,-2347.11,4.394,1.808,-11.9982,-1.60259e-05,11.9982,-0.00019819,4.01,4,0.000797682,2.48539e-08
724,6037.91,-2346.91,4.394,1.808,-11.9982,-1.60346e-05,11.9982,-0.000198589,4.01,4,0.000797682,2.48539e-08
725,6037.91,-2346.71,4.394,1.808,-11.9982,-1.60431e-05,11.9982,-0.000198979,4.01,4,0.000797682,2.48539e-08
726,6037.91,-2346.51,4.394,1.808,-11.9982,-1.60513e-05,11.9982,-0.00019936,4.01,4,0.000797682,2.48539e-08
727,6037.91,-2346.31,4.394,1.808,-11.9982,-1.60592e-05,11.9982,-0.000199733,4.01,4,0.000797682,2.48539e-08
728,6037.91,-2346.11,4.394,1.808,-11.9982,-1.60669e-05,11.9982,-0.000200097,4.01,4,0.000797682,2.48539e-08
729,6037.91,-2345.91,4.394,1.808,-11.9982,-1.60743e-05,11.9982,-0.000200452,4.01,4,0.000797682,2.48539e-08
730,6037.91,-2345.71,4.394,1.808,-11.9982,-1.60813e-05,11.9982,-0.000200798,4.01,4,0.000797682,2.48539e-08
731,6037.91,-2345.51,4.394,1.808,-11.9982,-1.6088e-05,11.9982,-0.000199385,4.01,4,0.000797682,2.48539e-08
732,6037.91,-2345.31,4.394,1.808,-11.9982,-1.60943e-05,11.9982,-0.00019796,4.01,4,0.000797682,2.48539e-08
733,6037.91,-2345.11,4.394,1.808,-11.9982,-1.61002e-05,11.9982,-0.000198274,4.01,4,0.000797682,2.48539e-08
734,6037.91,-2344.91,4.394,1.808,-11.9982,-1.61058e-05,11.9982,-0.00019858,4.01,4,0.000797682,2.48539e-08
735,6037.91,-2344.71,4.394,1.808,-11.9982,-1.61109e-05,11.9982,-0.000198876,4.01,4,0.000797682,2.48539e-08
736,6037.91,-2344.51,4.394,1.808,-11.9982,-1.61155e-05,11.9982,-0.000199164,4.01,4,0.000797682,2.48539e-08
737,6037.91,-2344.31,4.394,1.808,-11.9982,-1.61198e-05,11.9982,-0.000199444,4.01,4,0.000797682,2.48539e-08
738,6037.91,-2344.11,4.394,1.808,-11.9982,-1.61235e-05,11.9982,-0.000199714,4.01,4,0.000797682,2.48539e-08
739,6037.91,-2343.91,4.394,1.808,-11.9982,-1.61268e-05,11.9982,-0.000199976,4.01,4,0.000797682,2.48539e-08
740,6037.91,-2343.71,4.394,1.808,-11.9982,-1.61297e-05,11.9982,-0.000200229,4.01,4,0.000797682,2.48539e-08
741,6037.91,-2343.51,4.394,1.808,-11.9982,-1.6132e-05,11.9982,-0.000200473,4.01,4,0.000797682,2.48539e-08
742,6037.91,-2343.31,4.394,1.808,-11.9982,-1.61339e-05,11.9982,-0.000200708,4.01,4,0.000797682,2.48539e-08
743,6037.91,-2343.11,4.394,1.808,-11.9982,-1.61352e-05,11.9982,-0.000199185,4.01,4,0.000797682,2.48539e-08
744,6037.91,-2342.91,4.394,1.808,-11.9982,-1.6136e-05,11.9982,-0.000197649,4.01,4,0.000797682,2.48539e-08
745,6037.91,-2342.71,4.394,1.808,-11.9982,-1.61364e-05,11.9982,-0.000197852,4.01,4,0.000797682,2.48539e-08
746,6037.91,-2342.51,4.394,1.808,-11.9982,-1.61362e-05,11.9982,-0.000198047,4.01,4,0.000797682,2.48539e-08
747,6037.91,-2342.31,4.394,1.808,-11.9982,-1.61355e-05,11.9982,-0.000198233,4.01,4,0.000797682,2.48539e-08
748,6037.91,-2342.11,4.394,1.808,-11.9982,-1.61344e-05,11.9982,-0.00019841,4.01,4,0.000797682,2.48539e-08
749,6037.91,-2341.91,4.394,1.808,-11.9982,-1.61327e-05,11.9982,-0.000198579,4.01,4,0.000797682,2.48539e-08
750,6037.91,-2341.71,4.394,1.808,-11.9982,-1.61305e-05,11.9982,-0.000198738,4.01,4,0.000797682,2.48539e-08
751,6037.91,-2341.51,4.394,1.808,-11.9982,-1.61278e-05,11.9982,-0.000198889,4.01,4,0.000797682,2.48539e-08
752,6037.91,-2341.31,4.394,1.808,-11.9982,-1.61247e-05,11.9982,-0.000199031,4.01,4,0.000797682,2.48539e-08
753,6037.91,-2341.11,4.394,1.808,-11.9982,-1.61211e-05,11.9982,-0.000199165,4.01,4,0.000797682,2.48539e-08
754,6037.91,-2340.91,4.394,1.808,-11.9982,-1.6117e-05,11.9982,-0.00019929,4.01,4,0.000797682,2.48539e-08
755,6037.91,-2340.71,4.394,1.808,-11.9983,-1.61125e-05,11.9983,-0.000199406,4.01,4,0.000797682,2.48539e-08
756,6037.91,-2340.51,4.394,1.808,-11.9983,-1.61075e-05,11.9983,-0.000199513,4.01,4,0.000797682,2.48539e-08
757,6037.91,-2340.31,4.394,1.808,-11.9983,-1.61021e-05,11.9983,-0.000199611,4.01,4,0.000797682,2.48539e-08
758,6037.91,-2340.11,4.394,1.808,-11.9983,-1.60963e-05,11.9983,-0.000199701,4.01,4,0.000797682,2.48539e-08
759,6037.91,-2339.91,4.394,1.808,-11.9983,-1.60901e-05,11.9983,-0.000199782,4.01,4,0.000797682,2.48539e-08
760,6037.91,-2339.71,4.394,1.808,-11.9983,-1.60836e-05,11.9983,-0.000199854,4.01,4,0.000797682,2.48539e-08
761,6037.91,-2339.51,4.394,1.808,-11.9983,-1.60767e-05,11.9983,-0.000199918,4.01,4,0.000797682,2.48539e-08
762,6037.91,-2339.31,4.394,1.808,-11.9983,-1.60694e-05,11.9983,-0.000199972,4.01,4,0.000797682,2.48539e-08
763,6037.91,-2339.11,4.394,1.808,-11.9983,-1.60619e-05,11.9983,-0.000200018,4.01,4,0.000797682,2.48539e-08
764,6037.91,-2338.91,4.394,1.808,-11.9983,-1.6054e-05,11.9983,-0.000200055,4.01,4,0.000797682,2.48539e-08
765,6037.91,-2338.71,4.394,1.808,-11.9983,-1.60459e-05,11.9983,-0.000200084,4.01,4,0.000797682,2.48539e-08
766,6037.91,-2338.51,4.394,1.808,-11.9983,-1.60375e-05,11.9983,-0.000200104,4.01,4,0.000797682,2.48539e-08
767,6037.91,-2338.31,4.394,1.808,-11.9983,-1.60289e-05,11.9983,-0.000200115,4.01,4,0.000797682,2.48539e-08
768,6037.91,-2338.11,4.394,1.808,-11.9983,-1.60201e-05,11.9983,-0.000200117,4.01,4,0.000797682,2.48539e-08
769,6037.91,-2337.91,4.394,1.808,-11.9983,-1.60111e-05,11.9983,-0.00020011,4.01,4,0.000797682,2.48539e-08
770,6037.91,-2337.71,4.394,1.808,-11.9983,-1.6002e-05,11.9983,-0.000200095,4.01,4,0.000797682,2.48539e-08
771,6037.91,-2337.51,4.394,1.808,-11.9983,-1.59928e-05,11.9983,-0.000200071,4.01,4,0.000797682,2.48539e-08
