frame,ego_.x_,ego_.y_,ego_.length_,ego_.width_,ego_.speed_,ego_.speed_x_,ego_.speed_y_,ego_.acc_,ego_.init_q_,ego_.lane_posi_,ego_.absolute_theta_,ego_.relative_theta_
0,6037.91,-2491.33,4.394,1.808,-0,0,0,-0,4.01,4,0.000797682,-4.42104e-11
1,6037.91,-2491.33,4.394,1.808,-0,0,0,-0,4.01,4,0.000797682,2.48539e-08
2,6037.91,-2491.33,4.394,1.808,-0,0,0,-0,4.01,4,0.000797682,2.48539e-08
3,6037.91,-2491.13,4.394,1.808,-12.0333,-1.61319e-05,12.0333,-4,4.01,4,0.000797682,2.48539e-08
4,6037.91,-2490.92,4.394,1.808,-12.1,-1.61339e-05,12.1,-4,4.01,4,0.000797682,2.48539e-08
5,6037.91,-2490.72,4.394,1.808,-12.1167,-1.6023e-05,12.1167,2.00003,4.01,4,0.000797682,2.48539e-08
6,6037.91,-2490.52,4.394,1.808,-12.0985,-1.58906e-05,12.0985,0.179883,4.01,4,0.000797682,2.48539e-08
7,6037.91,-2490.32,4.394,1.808,-12.0953,-1.57781e-05,12.0953,0.209452,4.01,4,0.000797682,2.48539e-08
8,6037.91,-2490.12,4.394,1.808,-12.092,-1.56658e-05,12.092,0.177903,4.01,4,0.000797682,2.48539e-08
9,6037.91,-2489.92,4.394,1.808,-12.0891,-1.55554e-05,12.0891,0.17248,4.01,4,0.000797682,2.48539e-08
10,6037.91,-2489.71,4.394,1.808,-12.0863,-1.54466e-05,12.0863,0.167069,4.01,4,0.000797563,-9.43554e-08
11,6037.91,-2489.51,4.394,1.808,-12.0835,-1.53397e-05,12.0835,0.162185,4.01,4,0.000797563,-9.43554e-08
12,6037.91,-2489.31,4.394,1.808,-12.0809,-1.54807e-05,12.0809,0.157446,4.01,4,0.000797563,-9.43554e-08
13,6037.91,-2489.11,4.394,1.808,-12.0783,-1.55012e-05,12.0783,0.152846,4.01,4,0.000797563,-9.43554e-08
14,6037.91,-2488.91,4.394,1.808,-12.0758,-1.55232e-05,12.0758,0.148373,4.01,4,0.000797563,-9.43554e-08
15,6037.91,-2488.71,4.394,1.808,-12.0733,-1.55467e-05,12.0733,0.144027,4.01,4,0.000797563,-9.43554e-08
16,6037.91,-2488.51,4.394,1.808,-12.071,-1.55718e-05,12.071,0.139801,4.01,4,0.000797563,-9.43554e-08
17,6037.91,-2488.31,4.394,1.808,-12.0687,-1.55983e-05,12.0687,0.135695,4.01,4,0.000797563,-9.43554e-08
18,6037.91,-2488.1,4.394,1.808,-12.0665,-1.56262e-05,12.0665,0.131703,4.01,4,0.000797563,-9.43554e-08
19,6037.91,-2487.9,4.394,1.808,-12.0643,-1.56553e-05,12.0643,0.127825,4.01,4,0.000797563,-9.43554e-08
20,6037.91,-2487.7,4.394,1.808,-12.0622,-1.56856e-05,12.0622,0.124055,4.01,4,0.000797682,2.48539e-08
21,6037.91,-2487.5,4.394,1.808,-12.0602,-1.57171e-05,12.0602,0.120393,4.01,4,0.000797682,2.48539e-08
22,6037.91,-2487.3,4.394,1.808,-12.0582,-1.55041e-05,12.0582,0.116834,4.01,4,0.000797563,-9.43554e-08
23,6037.91,-2487.1,4.394,1.808,-12.0563,-1.54147e-05,12.0563,0.113377,4.01,4,0.000797563,-9.43554e-08
24,6037.91,-2486.9,4.394,1.808,-12.0544,-1.55729e-05,12.0544,0.110019,4.01,4,0.000797563,-9.43554e-08
25,6037.91,-2486.7,4.394,1.808,-12.0526,-1.56105e-05,12.0526,0.106755,4.01,4,0.000797563,-9.43554e-08
26,6037.91,-2486.5,4.394,1.808,-12.0508,-1.56489e-05,12.0508,0.103586,4.01,4,0.000797563,-9.43554e-08
27,6037.91,-2486.3,4.394,1.808,-12.0491,-1.56886e-05,12.0491,0.100508,4.01,4,0.000797682,2.48539e-08
28,6037.91,-2486.09,4.394,1.808,-12.0475,-1.57292e-05,12.0475,0.0975184,4.01,4,0.000797682,2.48539e-08
29,6037.91,-2485.89,4.394,1.808,-12.0459,-1.55255e-05,12.0459,0.0946153,4.01,4,0.000797682,2.48539e-08
30,6037.91,-2485.69,4.394,1.808,-12.0443,-1.54451e-05,12.0443,0.0917958,4.01,4,0.000797563,-9.43554e-08
31,6037.91,-2485.49,4.394,1.808,-12.0428,-1.53669e-05,12.0428,0.0890568,4.01,4,0.000797563,-9.43554e-08
32,6037.91,-2485.29,4.394,1.808,-12.0414,-1.55358e-05,12.0414,0.0863971,4.01,4,0.000797563,-9.43554e-08
33,6037.91,-2485.09,4.394,1.808,-12.0399,-1.55842e-05,12.0399,0.0838151,4.01,4,0.000797563,-9.43554e-08
34,6037.91,-2484.89,4.394,1.808,-12.0386,-1.56335e-05,12.0386,0.0813077,4.01,4,0.000797563,-9.43554e-08
35,6037.91,-2484.69,4.394,1.808,-12.0372,-1.5684e-05,12.0372,0.0788734,4.01,4,0.000797682,2.48539e-08
36,6037.91,-2484.49,4.394,1.808,-12.0359,-1.57354e-05,12.0359,0.0765092,4.01,4,0.000797682,2.48539e-08
37,6037.91,-2484.29,4.394,1.808,-12.0347,-1.55425e-05,12.0347,0.0742135,4.01,4,0.000797682,2.48539e-08
38,6037.91,-2484.09,4.394,1.808,-12.0335,-1.54728e-05,12.0335,0.0719848,4.01,4,0.000797563,-9.43554e-08
39,6037.91,-2483.89,4.394,1.808,-12.0323,-1.54051e-05,12.0323,0.0698217,4.01,4,0.000797563,-9.43554e-08
40,6037.91,-2483.69,4.394,1.808,-12.0311,-1.55843e-05,12.0311,0.0677209,4.01,4,0.000797563,-9.43554e-08
41,6037.91,-2483.49,4.394,1.808,-12.03,-1.56428e-05,12.03,0.0656827,4.01,4,0.000797682,2.48539e-08
42,6037.91,-2483.29,4.394,1.808,-12.0289,-1.5702e-05,12.0289,0.0637038,4.01,4,0.000797682,2.48539e-08
43,6037.91,-2483.09,4.394,1.808,-12.0279,-1.55171e-05,12.0279,0.0617827,4.01,4,0.000797563,-9.43554e-08
44,6037.91,-2482.88,4.394,1.808,-12.0269,-1.54554e-05,12.0269,0.0599178,4.01,4,0.000797563,-9.43554e-08
45,6037.91,-2482.68,4.394,1.808,-12.0259,-1.56407e-05,12.0259,0.0581076,4.01,4,0.000797563,-9.43554e-08
46,6037.91,-2482.48,4.394,1.808,-12.0249,-1.57052e-05,12.0249,0.0563523,4.01,4,0.000797682,2.48539e-08
47,6037.91,-2482.28,4.394,1.808,-12.024,-1.57702e-05,12.024,0.0546485,4.01,4,0.000797682,2.48539e-08
48,6037.91,-2482.08,4.394,1.808,-12.0231,-1.55909e-05,12.0231,0.0529947,4.01,4,0.000797682,2.48539e-08
49,6037.91,-2481.88,4.394,1.808,-12.0223,-1.55345e-05,12.0223,0.0513894,4.01,4,0.000797682,2.48539e-08
50,6037.91,-2481.68,4.394,1.808,-12.0214,-1.54799e-05,12.0214,0.0498308,4.01,4,0.000797563,-9.43554e-08
51,6037.91,-2481.48,4.394,1.808,-12.0206,-1.54267e-05,12.0206,0.0483193,4.01,4,0.000797563,-9.43554e-08
52,6037.91,-2481.28,4.394,1.808,-12.0198,-1.56203e-05,12.0198,0.0468531,4.01,4,0.000797563,-9.43554e-08
53,6037.91,-2481.08,4.394,1.808,-12.019,-1.5693e-05,12.019,0.0454289,4.01,4,0.000797682,2.48539e-08
54,6037.91,-2480.88,4.394,1.808,-12.0183,-1.57663e-05,12.0183,0.0440469,4.01,4,0.000797682,2.48539e-08
55,6037.91,-2480.68,4.394,1.808,-12.0176,-1.55953e-05,12.0176,0.0427072,4.01,4,0.000797682,2.48539e-08
56,6037.91,-2480.48,4.394,1.808,-12.0169,-1.55472e-05,12.0169,0.0414064,4.01,4,0.000797682,2.48539e-08
57,6037.91,-2480.28,4.394,1.808,-12.0162,-1.55007e-05,12.0162,0.0401447,4.01,4,0.000797563,-9.43554e-08
58,6037.91,-2480.08,4.394,1.808,-12.0155,-1.54556e-05,12.0155,0.0389203,4.01,4,0.000797563,-9.43554e-08
59,6037.91,-2479.88,4.394,1.808,-12.0149,-1.5657e-05,12.0149,0.0377317,4.01,4,0.000797682,2.48539e-08
60,6037.91,-2479.68,4.394,1.808,-12.0143,-1.57376e-05,12.0143,0.0365789,4.01,4,0.000797682,2.48539e-08
61,6037.91,-2479.48,4.394,1.808,-12.0137,-1.55736e-05,12.0137,0.0354603,4.01,4,0.000797682,2.48539e-08
62,6037.91,-2479.28,4.394,1.808,-12.0131,-1.55326e-05,12.0131,0.0343761,4.01,4,0.000797682,2.48539e-08
63,6037.91,-2479.08,4.394,1.808,-12.0125,-1.54932e-05,12.0125,0.0333244,4.01,4,0.000797563,-9.43554e-08
64,6037.91,-2478.88,4.394,1.808,-12.012,-1.54552e-05,12.012,0.0323038,4.01,4,0.000797563,-9.43554e-08
65,6037.91,-2478.68,4.394,1.808,-12.0114,-1.56637e-05,12.0114,0.0313125,4.01,4,0.000797682,2.48539e-08
66,6037.91,-2478.48,4.394,1.808,-12.0109,-1.57513e-05,12.0109,0.0303523,4.01,4,0.000797682,2.48539e-08
67,6037.91,-2478.28,4.394,1.808,-12.0104,-1.55944e-05,12.0104,0.0294199,4.01,4,0.000797682,2.48539e-08
68,6037.91,-2478.08,4.394,1.808,-12.0099,-1.55602e-05,12.0099,0.0285153,4.01,4,0.000797682,2.48539e-08
69,6037.91,-2477.88,4.394,1.808,-12.0095,-1.55277e-05,12.0095,0.0276386,4.01,4,0.000797682,2.48539e-08
70,6037.91,-2477.68,4.394,1.808,-12.009,-1.54964e-05,12.009,0.026788,4.01,4,0.000797563,-9.43554e-08
71,6037.91,-2477.48,4.394,1.808,-12.0086,-1.54665e-05,12.0086,0.025962,4.01,4,0.000797563,-9.43554e-08
72,6037.91,-2477.28,4.394,1.808,-12.0082,-1.5683e-05,12.0082,0.0251605,4.01,4,0.000797682,2.48539e-08
73,6037.91,-2477.08,4.394,1.808,-12.0077,-1.57786e-05,12.0077,0.0243837,4.01,4,0.000797682,2.48539e-08
74,6037.91,-2476.88,4.394,1.808,-12.0073,-1.56295e-05,12.0073,0.0236298,4.01,4,0.000797682,2.48539e-08
75,6037.91,-2476.68,4.394,1.808,-12.007,-1.56032e-05,12.007,0.0228989,4.01,4,0.000797682,2.48539e-08
76,6037.91,-2476.48,4.394,1.808,-12.0066,-1.55783e-05,12.0066,0.0221893,4.01,4,0.000797682,2.48539e-08
77,6037.91,-2476.28,4.394,1.808,-12.0062,-1.55545e-05,12.0062,0.0215011,4.01,4,0.000797682,2.48539e-08
78,6037.91,-2476.08,4.394,1.808,-12.0059,-1.55319e-05,12.0059,0.0208343,4.01,4,0.000797682,2.48539e-08
79,6037.91,-2475.88,4.394,1.808,-12.0055,-1.55105e-05,12.0055,0.0201871,4.01,4,0.000797563,-9.43554e-08
80,6037.91,-2475.68,4.394,1.808,-12.0052,-1.54906e-05,12.0052,0.0195598,4.01,4,0.000797563,-9.43554e-08
81,6037.91,-2475.48,4.394,1.808,-12.0049,-1.57168e-05,12.0049,0.0189522,4.01,4,0.000797682,2.48539e-08
82,6037.91,-2475.28,4.394,1.808,-12.0046,-1.58221e-05,12.0046,0.0183627,4.01,4,0.000797682,2.48539e-08
83,6037.91,-2475.08,4.394,1.808,-12.0043,-1.56825e-05,12.0043,0.0177896,4.01,4,0.000797682,2.48539e-08
84,6037.91,-2474.88,4.394,1.808,-12.004,-1.56656e-05,12.004,0.0172347,4.01,4,0.000797682,2.48539e-08
85,6037.91,-2474.68,4.394,1.808,-12.0037,-1.56498e-05,12.0037,0.0166962,4.01,4,0.000797682,2.48539e-08
86,6037.91,-2474.48,4.394,1.808,-12.0034,-1.5635e-05,12.0034,0.0161743,4.01,4,0.000797682,2.48539e-08
87,6037.91,-2474.28,4.394,1.808,-12.0031,-1.56211e-05,12.0031,0.0156688,4.01,4,0.000797682,2.48539e-08
88,6037.91,-2474.08,4.394,1.808,-12.0029,-1.56082e-05,12.0029,0.0151782,4.01,4,0.000797682,2.48539e-08
89,6037.91,-2473.88,4.394,1.808,-12.0026,-1.55964e-05,12.0026,0.0147024,4.01,4,0.000797682,2.48539e-08
90,6037.91,-2473.68,4.394,1.808,-12.0024,-1.55856e-05,12.0024,0.0142397,4.01,4,0.000797682,2.48539e-08
91,6037.91,-2473.48,4.394,1.808,-12.0022,-1.55759e-05,12.0022,0.013792,4.01,4,0.000797682,2.48539e-08
92,6037.91,-2473.28,4.394,1.808,-12.0019,-1.55674e-05,12.0019,0.0133574,4.01,4,0.000797682,2.48539e-08
93,6037.91,-2473.08,4.394,1.808,-12.0017,-1.556e-05,12.0017,0.0129361,4.01,4,0.000797682,2.48539e-08
94,6037.91,-2472.88,4.394,1.808,-12.0015,-1.55537e-05,12.0015,0.012528,4.01,4,0.000797682,2.48539e-08
95,6037.91,-2472.68,4.394,1.808,-12.0013,-1.55487e-05,12.0013,0.0121314,4.01,4,0.000797682,2.48539e-08
96,6037.91,-2472.48,4.394,1.808,-12.0011,-1.55448e-05,12.0011,0.0117464,4.01,4,0.000797682,2.48539e-08
97,6037.91,-2472.28,4.394,1.808,-12.0009,-1.55421e-05,12.0009,0.0113747,4.01,4,0.000797563,-9.43554e-08
98,6037.91,-2472.08,4.394,1.808,-12.0007,-1.55407e-05,12.0007,0.0110128,4.01,4,0.000797563,-9.43554e-08
99,6037.91,-2471.88,4.394,1.808,-12.0005,-1.57853e-05,12.0005,0.0106626,4.01,4,0.000797682,2.48539e-08
100,6037.91,-2471.68,4.394,1.808,-12.0004,-1.59087e-05,12.0004,0.0103222,4.01,4,0.000797682,2.48539e-08
101,6037.91,-2471.48,4.394,1.808,-12.0002,-1.57871e-05,12.0002,0.0099935,4.01,4,0.000797682,2.48539e-08
102,6037.91,-2471.28,4.394,1.808,-12,-1.57877e-05,12,0.00967473,4.01,4,0.000797682,2.48539e-08
103,6037.91,-2471.08,4.394,1.808,-11.9999,-1.57891e-05,11.9999,0.00936415,4.01,4,0.000797682,2.48539e-08
104,6037.91,-2470.88,4.394,1.808,-11.9997,-1.57911e-05,11.9997,0.00906354,4.01,4,0.000797682,2.48539e-08
105,6037.91,-2470.68,4.394,1.808,-11.9996,-1.57936e-05,11.9996,0.00877293,4.01,4,0.000797682,2.48539e-08
106,6037.91,-2470.48,4.394,1.808,-11.9994,-1.57965e-05,11.9994,0.0084906,4.01,4,0.000797682,2.48539e-08
107,6037.91,-2470.28,4.394,1.808,-11.9993,-1.57999e-05,11.9993,0.00821657,4.01,4,0.000797682,2.48539e-08
108,6037.91,-2470.08,4.394,1.808,-11.9992,-1.58038e-05,11.9992,0.00795085,4.01,4,0.000797682,2.48539e-08
109,6037.91,-2469.88,4.394,1.808,-11.999,-1.58081e-05,11.999,0.00769345,4.01,4,0.000797682,2.48539e-08
110,6037.91,-2469.68,4.394,1.808,-11.9989,-1.58129e-05,11.9989,0.00744439,4.01,4,0.000797682,2.48539e-08
111,6037.91,-2469.48,4.394,1.808,-11.9988,-1.58181e-05,11.9988,0.00720193,4.01,4,0.000797682,2.48539e-08
112,6037.91,-2469.28,4.394,1.808,-11.9987,-1.58238e-05,11.9987,0.00696784,4.01,4,0.000797682,2.48539e-08
113,6037.91,-2469.08,4.394,1.808,-11.9985,-1.58298e-05,11.9985,0.00674037,4.01,4,0.000797682,2.48539e-08
114,6037.91,-2468.88,4.394,1.808,-11.9984,-1.58362e-05,11.9984,0.00651954,4.01,4,0.000797682,2.48539e-08
115,6037.91,-2468.68,4.394,1.808,-11.9983,-1.58429e-05,11.9983,0.00630535,4.01,4,0.000797682,2.48539e-08
116,6037.91,-2468.48,4.394,1.808,-11.9982,-1.585e-05,11.9982,0.00609783,4.01,4,0.000797682,2.48539e-08
117,6037.91,-2468.28,4.394,1.808,-11.9981,-1.58574e-05,11.9981,0.00589697,4.01,4,0.000797682,2.48539e-08
118,6037.91,-2468.08,4.394,1.808,-11.998,-1.58651e-05,11.998,0.0057028,4.01,4,0.000797682,2.48539e-08
119,6037.91,-2467.88,4.394,1.808,-11.9979,-1.58731e-05,11.9979,0.00551356,4.01,4,0.000797682,2.48539e-08
120,6037.91,-2467.68,4.394,1.808,-11.9978,-1.58813e-05,11.9978,0.00533103,4.01,4,0.000797682,2.48539e-08
121,6037.91,-2467.48,4.394,1.808,-11.9978,-1.58898e-05,11.9978,0.00515346,4.01,4,0.000797682,2.48539e-08
122,6037.91,-2467.28,4.394,1.808,-11.9977,-1.58985e-05,11.9977,0.00498086,4.01,4,0.000797682,2.48539e-08
123,6037.91,-2467.08,4.394,1.808,-11.9976,-1.59073e-05,11.9976,0.00481323,4.01,4,0.000797682,2.48539e-08
124,6037.91,-2466.88,4.394,1.808,-11.9975,-1.59163e-05,11.9975,0.00465059,4.01,4,0.000797682,2.48539e-08
125,6037.91,-2466.68,4.394,1.808,-11.9974,-1.59254e-05,11.9974,0.00449295,4.01,4,0.000797682,2.48539e-08
126,6037.91,-2466.48,4.394,1.808,-11.9974,-1.59346e-05,11.9974,0.00434031,4.01,4,0.000797682,2.48539e-08
127,6037.91,-2466.28,4.394,1.808,-11.9973,-1.59439e-05,11.9973,0.00419268,4.01,4,0.000797682,2.48539e-08
128,6037.91,-2466.08,4.394,1.808,-11.9972,-1.59532e-05,11.9972,0.00405007,4.01,4,0.000797682,2.48539e-08
129,6037.91,-2465.88,4.394,1.808,-11.9972,-1.59626e-05,11.9972,0.00391075,4.01,4,0.000797682,2.48539e-08
130,6037.91,-2465.68,4.394,1.808,-11.9971,-1.59719e-05,11.9971,0.00377645,4.01,4,0.000797682,2.48539e-08
131,6037.91,-2465.48,4.394,1.808,-11.997,-1.59812e-05,11.997,0.00364545,4.01,4,0.000797682,2.48539e-08
132,6037.91,-2465.28,4.394,1.808,-11.997,-1.59904e-05,11.997,0.00351949,4.01,4,0.000797682,2.48539e-08
133,6037.91,-2465.08,4.394,1.808,-11.9969,-1.59996e-05,11.9969,0.00339684,4.01,4,0.000797682,2.48539e-08
134,6037.91,-2464.88,4.394,1.808,-11.9969,-1.60086e-05,11.9969,0.00327751,4.01,4,0.000797682,2.48539e-08
135,6037.91,-2464.68,4.394,1.808,-11.9968,-1.60175e-05,11.9968,0.00316324,4.01,4,0.000797682,2.48539e-08
136,6037.91,-2464.48,4.394,1.808,-11.9967,-1.60262e-05,11.9967,0.0030523,4.01,4,0.000797682,2.48539e-08
137,6037.91,-2464.28,4.394,1.808,-11.9967,-1.60347e-05,11.9967,0.00294469,4.01,4,0.000797682,2.48539e-08
138,6037.91,-2464.08,4.394,1.808,-11.9967,-1.6043e-05,11.9967,0.00284042,4.01,4,0.000797682,2.48539e-08
139,6037.91,-2463.88,4.394,1.808,-11.9966,-1.60511e-05,11.9966,0.00273949,4.01,4,0.000797682,2.48539e-08
140,6037.91,-2463.68,4.394,1.808,-11.9966,-1.60589e-05,11.9966,0.00264016,4.01,4,0.000797682,2.48539e-08
141,6037.91,-2463.48,4.394,1.808,-11.9965,-1.60664e-05,11.9965,0.00254418,4.01,4,0.000797682,2.48539e-08
142,6037.91,-2463.28,4.394,1.808,-11.9965,-1.60736e-05,11.9965,0.00245156,4.01,4,0.000797682,2.48539e-08
143,6037.91,-2463.08,4.394,1.808,-11.9964,-1.60805e-05,11.9964,0.00236231,4.01,4,0.000797682,2.48539e-08
144,6037.91,-2462.88,4.394,1.808,-11.9964,-1.6087e-05,11.9964,0.00227467,4.01,4,0.000797682,2.48539e-08
145,6037.91,-2462.68,4.394,1.808,-11.9964,-1.60931e-05,11.9964,0.00219041,4.01,4,0.000797682,2.48539e-08
146,6037.91,-2462.48,4.394,1.808,-11.9963,-1.60989e-05,11.9963,0.00210778,4.01,4,0.000797682,2.48539e-08
147,6037.91,-2462.28,4.394,1.808,-11.9963,-1.61042e-05,11.9963,0.00202852,4.01,4,0.000797682,2.48539e-08
148,6037.91,-2462.08,4.394,1.808,-11.9963,-1.61092e-05,11.9963,0.0019509,4.01,4,0.000797682,2.48539e-08
149,6037.91,-2461.88,4.394,1.808,-11.9962,-1.61137e-05,11.9962,0.00187667,4.01,4,0.000797682,2.48539e-08
150,6037.91,-2461.68,4.394,1.808,-11.9962,-1.61177e-05,11.9962,0.00180409,4.01,4,0.000797682,2.48539e-08
151,6037.91,-2461.48,4.394,1.808,-11.9962,-1.61213e-05,11.9962,0.00173491,4.01,4,0.000797682,2.48539e-08
152,6037.91,-2461.28,4.394,1.808,-11.9961,-1.61245e-05,11.9961,0.00166737,4.01,4,0.000797682,2.48539e-08
153,6037.91,-2461.08,4.394,1.808,-11.9961,-1.61271e-05,11.9961,0.0016015,4.01,4,0.000797682,2.48539e-08
154,6037.91,-2460.88,4.394,1.808,-11.9961,-1.61293e-05,11.9961,0.00153728,4.01,4,0.000797682,2.48539e-08
155,6037.91,-2460.68,4.394,1.808,-11.9961,-1.6131e-05,11.9961,0.00147473,4.01,4,0.000797682,2.48539e-08
156,6037.91,-2460.48,4.394,1.808,-11.996,-1.61321e-05,11.996,0.00141559,4.01,4,0.000797682,2.48539e-08
157,6037.91,-2460.28,4.394,1.808,-11.996,-1.61328e-05,11.996,0.00135813,4.01,4,0.000797682,2.48539e-08
158,6037.91,-2460.08,4.394,1.808,-11.996,-1.6133e-05,11.996,0.00130234,4.01,4,0.000797682,2.48539e-08
159,6037.91,-2459.88,4.394,1.808,-11.996,-1.61326e-05,11.996,0.00124822,4.01,4,0.000797682,2.48539e-08
160,6037.91,-2459.68,4.394,1.808,-11.9959,-1.61318e-05,11.9959,0.00119579,4.01,4,0.000797682,2.48539e-08
161,6037.91,-2459.48,4.394,1.808,-11.9959,-1.61305e-05,11.9959,0.00114503,4.01,4,0.000797682,2.48539e-08
162,6037.91,-2459.28,4.394,1.808,-11.9959,-1.61286e-05,11.9959,0.00109597,4.01,4,0.000797682,2.48539e-08
163,6037.91,-2459.08,4.394,1.808,-11.9959,-1.61263e-05,11.9959,0.00104859,4.01,4,0.000797682,2.48539e-08
164,6037.91,-2458.88,4.394,1.808,-11.9959,-1.61235e-05,11.9959,0.00100115,4.01,4,0.000797682,2.48539e-08
165,6037.91,-2458.68,4.394,1.808,-11.9959,-1.61202e-05,11.9959,0.000955408,4.01,4,0.000797682,2.48539e-08
166,6037.91,-2458.48,4.394,1.808,-11.9958,-1.61165e-05,11.9958,0.000911357,4.01,4,0.000797682,2.48539e-08
167,6037.91,-2458.28,4.394,1.808,-11.9958,-1.61123e-05,11.9958,0.000869003,4.01,4,0.000797682,2.48539e-08
168,6037.91,-2458.08,4.394,1.808,-11.9958,-1.61076e-05,11.9958,0.00082835,4.01,4,0.000797682,2.48539e-08
169,6037.91,-2457.88,4.394,1.808,-11.9958,-1.61025e-05,11.9958,0.00078765,4.01,4,0.000797682,2.48539e-08
170,6037.91,-2457.68,4.394,1.808,-11.9958,-1.6097e-05,11.9958,0.000748653,4.01,4,0.000797682,2.48539e-08
171,6037.91,-2457.48,4.394,1.808,-11.9958,-1.60911e-05,11.9958,0.000711362,4.01,4,0.000797682,2.48539e-08
172,6037.91,-2457.28,4.394,1.808,-11.9958,-1.60848e-05,11.9958,0.00067578,4.01,4,0.000797682,2.48539e-08
173,6037.91,-2457.08,4.394,1.808,-11.9958,-1.60782e-05,11.9958,0.00064016,4.01,4,0.000797682,2.48539e-08
174,6037.91,-2456.88,4.394,1.808,-11.9957,-1.60712e-05,11.9957,0.000606251,4.01,4,0.000797682,2.48539e-08
175,6037.91,-2456.68,4.394,1.808,-11.9957,-1.60638e-05,11.9957,0.000574057,4.01,4,0.000797682,2.48539e-08
176,6037.91,-2456.48,4.394,1.808,-11.9957,-1.60562e-05,11.9957,0.000541831,4.01,4,0.000797682,2.48539e-08
177,6037.91,-2456.28,4.394,1.808,-11.9957,-1.60483e-05,11.9957,0.000511323,4.01,4,0.000797682,2.48539e-08
178,6037.91,-2456.08,4.394,1.808,-11.9957,-1.60401e-05,11.9957,0.000480785,4.01,4,0.000797682,2.48539e-08
179,6037.91,-2455.88,4.394,1.808,-11.9957,-1.60316e-05,11.9957,0.000451968,4.01,4,0.000797682,2.48539e-08
180,6037.91,-2455.68,4.394,1.808,-11.9957,-1.6023e-05,11.9957,0.000423125,4.01,4,0.000797682,2.48539e-08
181,6037.91,-2455.48,4.394,1.808,-11.9957,-1.60142e-05,11.9957,0.000396004,4.01,4,0.000797682,2.48539e-08
182,6037.91,-2455.28,4.394,1.808,-11.9957,-1.60052e-05,11.9957,0.000368861,4.01,4,0.000797682,2.48539e-08
183,6037.91,-2455.08,4.394,1.808,-11.9957,-1.5996e-05,11.9957,0.000343444,4.01,4,0.000797682,2.48539e-08
184,6037.91,-2454.88,4.394,1.808,-11.9957,-1.59868e-05,11.9957,0.000318006,4.01,4,0.000797682,2.48539e-08
185,6037.91,-2454.68,4.394,1.808,-11.9957,-1.59774e-05,11.9957,0.000294297,4.01,4,0.000797682,2.48539e-08
186,6037.91,-2454.48,4.394,1.808,-11.9957,-1.5968e-05,11.9957,0.000270571,4.01,4,0.000797682,2.48539e-08
187,6037.91,-2454.28,4.394,1.808,-11.9957,-1.59586e-05,11.9957,0.000248577,4.01,4,0.000797682,2.48539e-08
188,6037.91,-2454.08,4.394,1.808,-11.9956,-1.59491e-05,11.9956,0.000226568,4.01,4,0.000797682,2.48539e-08
189,6037.91,-2453.88,4.394,1.808,-11.9956,-1.59397e-05,11.9956,0.000204545,4.01,4,0.000797682,2.48539e-08
190,6037.91,-2453.68,4.394,1.808,-11.9956,-1.59304e-05,11.9956,0.000184256,4.01,4,0.000797682,2.48539e-08
191,6037.91,-2453.48,4.394,1.808,-11.9956,-1.59211e-05,11.9956,0.000163956,4.01,4,0.000797682,2.48539e-08
192,6037.91,-2453.28,4.394,1.808,-11.9956,-1.59119e-05,11.9956,0.000145394,4.01,4,0.000797682,2.48539e-08
193,6037.91,-2453.08,4.394,1.808,-11.9956,-1.59028e-05,11.9956,0.000126823,4.01,4,0.000797682,2.48539e-08
194,6037.91,-2452.88,4.394,1.808,-11.9956,-1.58939e-05,11.9956,0.000108243,4.01,4,0.000797682,2.48539e-08
195,6037.91,-2452.68,4.394,1.808,-11.9956,-1.58851e-05,11.9956,9.1404e-05,4.01,4,0.000797682,2.48539e-08
196,6037.91,-2452.48,4.394,1.808,-11.9956,-1.58766e-05,11.9956,7.4559e-05,4.01,4,0.000797682,2.48539e-08
197,6037.91,-2452.28,4.394,1.808,-11.9956,-1.58683e-05,11.9956,5.77082e-05,4.01,4,0.000797682,2.48539e-08
198,6037.91,-2452.08,4.394,1.808,-11.9956,-1.58602e-05,11.9956,4.2601e-05,4.01,4,0.000797682,2.48539e-08
199,6037.91,-2451.88,4.394,1.808,-11.9956,-1.58524e-05,11.9956,2.74909e-05,4.01,4,0.000797682,2.48539e-08
200,6037.91,-2451.68,4.394,1.808,-11.9956,-1.58449e-05,11.9956,1.23779e-05,4.01,4,0.000797682,2.48539e-08
201,6037.91,-2451.48,4.394,1.808,-11.9956,-1.58378e-05,11.9956,-2.73805e-06,4.01,4,0.000797682,2.48539e-08
202,6037.91,-2451.28,4.394,1.808,-11.9956,-1.5831e-05,11.9956,-1.61075e-05,4.01,4,0.000797682,2.48539e-08
203,6037.91,-2451.08,4.394,1.808,-11.9956,-1.58245e-05,11.9956,-2.9477e-05,4.01,4,0.000797682,2.48539e-08
204,6037.91,-2450.88,4.394,1.808,-11.9956,-1.58184e-05,11.9956,-4.28464e-05,4.01,4,0.000797682,2.48539e-08
205,6037.91,-2450.68,4.394,1.808,-11.9956,-1.58127e-05,11.9956,-5.62159e-05,4.01,4,0.000797682,2.48539e-08
206,6037.91,-2450.48,4.394,1.808,-11.9956,-1.58074e-05,11.9956,-6.78359e-05,4.01,4,0.000797682,2.48539e-08
207,6037.91,-2450.28,4.394,1.808,-11.9956,-1.58025e-05,11.9956,-7.94531e-05,4.01,4,0.000797682,2.48539e-08
